window_idx,pred_command,confidence,pose0,pose1,pose2,pose3,pose4,pose5,pose6,pose7,pose8,pose9,pose10,pose11,pose12,pose13,pose14,pose15,pose16,pose17,pose18,pose19
9546,0,0.2878,-0.0172,0.5232,0.4129,0.7454,0.1575,0.4116,1.5587,0.8284,0.1161,1.0714,1.8930,1.3421,0.2131,1.1293,1.8438,1.1424,0.1364,0.6150,1.6269,1.4190
9547,0,0.2052,0.0017,0.4888,0.4654,0.9892,0.1524,0.7441,1.9697,1.2433,0.1160,1.1145,1.8488,1.4202,0.2083,1.1557,1.7802,1.2179,0.1083,0.6591,1.5719,1.4653
9548,0,0.1550,0.0085,0.4766,0.4691,1.0313,0.1597,0.7422,1.9699,1.2134,0.1206,1.1077,1.8358,1.4277,0.2114,1.1505,1.7656,1.2325,0.1050,0.6608,1.5471,1.4844
9549,2,0.1482,-0.0094,0.4809,0.4292,0.9068,0.1246,0.4884,1.7890,0.9083,0.1268,1.0853,1.8578,1.4252,0.2491,1.1451,1.8228,1.2795,0.1620,0.6237,1.6014,1.4393
9550,0,0.2260,-0.0052,0.5095,0.3561,0.7834,0.1247,0.3412,1.6854,0.7893,0.1454,0.9035,1.6896,1.4052,0.2531,1.0551,1.8454,1.1523,0.1743,0.5237,1.6135,1.3740
9551,0,0.1819,0.0031,0.5274,0.4021,0.8250,0.1640,0.5541,1.8658,1.0364,0.1527,0.7819,1.4784,1.4604,0.1029,1.0426,1.8151,1.0896,0.1222,0.5341,1.5866,1.4010
9552,0,0.2085,0.0036,0.4886,0.4809,0.8945,0.1607,0.6772,1.9684,1.1535,0.1532,0.8205,1.4653,1.5209,0.0546,1.1119,1.8245,1.2147,0.1149,0.6012,1.6047,1.4636
9555,0,0.4072,-0.0034,0.0932,0.0770,0.1369,0.0264,0.1205,0.3306,0.1936,0.0230,0.1361,0.2478,0.2553,-0.0183,0.1860,0.3277,0.0829,0.0183,0.1006,0.2715,0.2386
9556,0,0.2084,-0.0125,0.3589,0.3291,0.5350,0.0984,0.4922,1.3155,0.7750,0.0851,0.5514,0.9786,1.0158,-0.1328,0.7444,1.2854,0.4507,0.0641,0.4114,1.0666,0.9523
9557,2,0.1415,-0.0067,0.5049,0.4856,0.8772,0.1546,0.7247,1.9545,1.1233,0.1361,0.9022,1.5868,1.4750,-0.0187,1.1157,1.8696,0.9540,0.1075,0.6121,1.5827,1.4431
9558,2,0.1565,-0.0211,0.4425,0.4047,0.6968,0.1047,0.2584,1.2797,0.5670,0.1258,0.8590,1.6226,1.1999,0.1880,0.9663,1.6741,1.0164,0.1277,0.4942,1.4174,1.3036
9559,1,0.3449,-0.0365,0.4489,0.4201,0.6036,0.0904,0.0847,1.2383,0.4541,0.1258,0.7893,1.7252,1.1178,0.2170,0.8504,1.7293,0.9372,0.1211,0.3888,1.4218,1.3342
9560,1,0.1452,-0.0110,0.4708,0.5073,0.8533,0.1425,0.5052,1.9131,0.9912,0.1395,0.9166,1.8870,1.3344,0.2401,0.9572,1.8931,1.0526,0.1007,0.4632,1.5820,1.5205
9562,0,0.1425,-0.0435,0.4656,0.4991,0.7585,0.0616,0.0425,1.1080,0.3833,0.1121,0.9811,1.8720,1.2117,0.2280,1.0549,1.8797,1.0632,0.1461,0.5381,1.5765,1.4709
9563,0,0.2844,-0.0285,0.4797,0.4850,0.7929,0.0929,0.2353,1.3448,0.6834,0.1213,0.9940,1.8975,1.2235,0.2356,1.0528,1.9006,1.0415,0.1321,0.5240,1.6012,1.4881
9564,0,0.2377,0.0082,0.3336,0.3323,0.6878,0.0964,0.4847,1.3742,0.8630,0.0916,0.7268,1.3382,0.9160,0.1768,0.7434,1.3165,0.7376,0.0583,0.3606,1.1637,1.0629
9567,0,0.3501,-0.0016,0.4532,0.3437,0.6165,0.1028,0.3014,1.3857,0.7008,0.1227,0.7361,1.4994,1.1409,0.2012,0.8587,1.6181,0.8451,0.1085,0.4022,1.3526,1.2291
9568,0,0.2307,0.0370,0.5161,0.4200,0.9078,0.1599,0.6535,1.9636,1.2614,0.1253,1.0232,1.9392,1.2897,0.2381,1.0598,1.9124,1.0254,0.1084,0.5249,1.5726,1.5099
9570,3,0.1764,-0.0088,0.5051,0.4128,0.7139,0.1153,0.2257,1.3431,0.5435,0.1228,1.0009,1.9198,1.3127,0.2367,1.0596,1.9046,1.0427,0.1363,0.5136,1.5706,1.4993
9571,0,0.4087,-0.0484,0.5016,0.4934,0.6143,0.0950,0.3633,1.4397,0.6240,0.0047,1.0716,1.9424,1.3380,0.2117,1.1039,1.8530,1.0847,0.1233,0.5791,1.5371,1.5028
9572,0,0.2147,-0.0981,0.4532,0.6715,0.7268,0.0663,0.8951,1.9681,1.1464,-0.1822,1.2748,1.9606,1.4016,0.1643,1.2502,1.6959,1.2102,0.0962,0.7790,1.4220,1.5111
9574,3,0.1451,-0.0336,0.4722,0.5140,0.7111,0.0870,0.3499,1.3950,0.5402,0.0688,1.0792,1.9112,1.3741,0.2126,1.1124,1.8628,0.9604,0.1416,0.5745,1.5316,1.4678
9575,0,0.4090,0.0299,0.4984,0.3936,0.7291,0.1484,0.3034,1.4509,0.6667,0.2715,0.9372,1.9197,1.3535,0.2503,1.0090,1.9697,0.9708,0.1497,0.4304,1.6357,1.4826
9576,0,0.2607,0.0579,0.4600,0.3953,0.9407,0.1954,0.6774,1.9695,1.2412,0.3632,0.9408,1.9280,1.3745,0.2521,1.0106,1.9672,0.9711,0.1263,0.4406,1.6523,1.5192
9578,1,0.2310,0.0264,0.1702,0.1467,0.3778,0.0592,0.2096,0.7126,0.3922,0.1432,0.3597,0.7374,0.5273,0.1017,0.3838,0.7456,0.3745,0.0622,0.1531,0.6528,0.5808
9579,0,0.3731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9580,0,0.2013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9582,4,0.1741,0.0213,0.2322,0.1338,0.2035,0.0667,-0.1078,0.2638,-0.0205,0.0951,0.2854,0.6392,0.6350,0.1088,0.4219,0.8223,0.4184,0.0842,0.1653,0.7145,0.5839
9583,0,0.1692,0.0434,0.4922,0.3429,0.5907,0.1378,0.1444,1.2265,0.5592,0.1979,0.6703,1.3959,1.3954,0.2291,0.9389,1.8037,0.8951,0.1529,0.3938,1.5541,1.2847
9584,0,0.2688,0.0509,0.5007,0.4177,0.8182,0.1455,0.5767,1.9476,1.2550,0.2029,0.7841,1.5011,1.5209,0.2365,1.0451,1.9582,0.9531,0.1335,0.4763,1.6601,1.4172
9585,0,0.3177,0.0345,0.4639,0.4218,0.7939,0.1316,0.4789,1.7094,1.0324,0.2143,0.8489,1.5233,1.3187,0.2504,1.0387,1.8759,0.8139,0.1370,0.4952,1.6155,1.3832
9588,0,0.3973,-0.0343,0.4861,0.5047,0.6995,0.1194,0.5130,1.4511,0.7589,0.1624,1.1311,1.8741,1.2244,0.2743,1.1670,1.7624,1.1146,0.0042,0.6430,1.6383,1.3392
9589,0,0.1822,0.0080,0.4906,0.4517,0.8670,0.1600,0.6689,1.9105,1.1106,0.1526,1.0422,1.9115,1.3161,0.2578,1.0639,1.8893,1.0280,0.1265,0.5309,1.5728,1.4969
9590,0,0.1568,-0.0032,0.4904,0.4310,0.7730,0.0445,0.0985,1.1796,0.4636,0.1353,1.0127,1.8799,1.2736,0.2389,1.0718,1.9008,0.9946,0.1630,0.5228,1.6439,1.3852
9591,1,0.2437,-0.0043,0.5047,0.4480,0.6250,0.0265,0.0522,1.1751,0.4919,0.1239,1.0384,1.8893,1.1849,0.2264,1.0973,1.9150,0.9639,0.1659,0.5425,1.6810,1.3609
9592,1,0.2100,0.0211,0.5067,0.4826,0.6317,0.1392,0.5498,1.9060,1.1713,0.1537,1.0505,1.9197,1.1434,0.2517,1.0747,1.8735,1.0340,0.1295,0.5528,1.5707,1.4941
9594,1,0.2471,-0.0011,0.5155,0.4307,0.6414,0.0733,0.2072,1.3597,0.5603,0.1196,1.0286,1.9166,1.1406,0.2277,1.0910,1.9037,0.9824,0.1566,0.5465,1.6233,1.3970
9595,0,0.2444,-0.0016,0.5045,0.4554,0.8377,0.1243,0.6888,1.8557,1.0624,0.1231,1.0861,1.8888,1.2079,0.2240,1.1212,1.8479,1.0417,0.1182,0.5975,1.5728,1.4350
9596,2,0.1905,0.0060,0.4907,0.4473,0.9007,0.1170,0.6443,1.7976,1.0210,0.1238,1.1025,1.8830,1.2022,0.2260,1.1403,1.8230,1.0687,0.1309,0.6148,1.5535,1.4430
9598,0,0.3383,-0.0028,0.5226,0.4109,0.7019,0.1116,0.3606,1.5179,0.8440,0.1160,1.0096,1.9559,1.1133,0.2303,1.0685,1.9206,1.0015,0.1436,0.5243,1.6198,1.4084
9599,2,0.2643,0.0155,0.4499,0.3970,0.7634,0.1517,0.6473,1.6701,1.1628,0.0822,0.9168,1.7727,0.9304,0.2059,0.9539,1.7241,0.8611,0.1052,0.4823,1.4545,1.2197
9600,0,0.2282,-0.1074,0.2696,0.5132,0.3653,0.1735,0.5414,0.6672,0.5112,-0.0858,0.7771,1.4757,0.3523,0.0485,0.7779,1.4378,0.5944,0.1778,0.4586,1.3444,0.4647
9601,0,0.3286,-0.1106,0.0802,0.3275,0.0364,0.1040,0.2582,-0.0181,0.0453,-0.1105,0.3701,0.6878,-0.0294,-0.0415,0.3564,0.6720,0.2454,0.1313,0.2412,0.6878,-0.0305
9602,0,0.1745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9603,1,0.2295,0.0036,0.1078,0.1387,0.1794,0.0147,0.0106,0.3160,0.0431,0.0408,0.2494,0.5323,0.3106,0.0707,0.2695,0.5435,0.2702,0.0406,0.1196,0.4526,0.4097
9607,2,0.1802,0.3553,-0.1302,0.5087,-0.0965,0.0631,0.4171,1.6123,0.6489,-0.0944,1.0266,1.1595,0.2593,0.0702,0.6338,1.3060,1.1404,0.0359,0.0990,1.3461,1.4702
9608,0,0.2338,0.3968,-0.0567,0.2686,-0.2417,-0.0541,0.1624,1.2099,0.7469,-0.0192,0.6274,0.7699,0.2837,0.0492,0.2744,1.0875,0.7861,0.0358,-0.1113,1.0434,1.1154
9609,0,0.4267,0.3409,0.0826,0.4091,0.0272,-0.0550,0.4160,1.1971,0.9871,-0.0479,0.7944,1.1592,0.2664,0.0962,0.5878,1.2794,0.7829,0.0139,0.1013,1.1363,1.1153
9610,0,0.1867,0.4294,0.0768,0.4768,0.1817,-0.0186,0.3697,1.5707,1.0837,-0.0235,0.8992,1.3726,0.4536,0.1093,0.6526,1.5324,0.9915,0.0143,0.1287,1.4213,1.5209
9611,2,0.2124,0.5069,-0.0775,0.3064,-0.0990,-0.0229,0.0893,1.5955,0.8038,-0.0023,0.7573,1.0248,0.4268,0.0696,0.3827,1.3862,0.9908,0.0157,-0.0373,1.3177,1.5209
9616,1,0.1631,0.4179,-0.0261,0.3925,0.2310,-0.0329,0.0445,1.5661,0.9006,0.0025,0.8321,1.1529,0.5851,0.0843,0.4982,1.3426,1.0466,0.0179,0.0018,1.3075,1.5024
9617,0,0.1831,0.4411,-0.0942,0.2923,-0.1643,-0.0650,0.0445,1.4158,0.8371,-0.0367,0.7172,0.9220,0.3849,0.0567,0.3429,1.2326,0.9431,0.0163,-0.0883,1.1665,1.3424
9619,0,0.1824,0.2884,-0.0771,0.2086,-0.1092,-0.0089,0.1626,1.1231,0.5856,-0.0178,0.5980,0.6382,0.3284,0.0866,0.3288,0.9145,0.6905,0.0626,-0.0234,0.8965,0.9041
9620,0,0.2685,0.1734,-0.0334,0.0747,-0.0854,-0.0323,0.0788,0.5943,0.3639,-0.0057,0.2933,0.3435,0.1155,0.0396,0.1611,0.5065,0.3296,0.0293,-0.0460,0.4545,0.4806
9621,1,0.3396,0.1782,-0.0165,0.1291,-0.0563,-0.0591,-0.0193,0.5921,0.3393,-0.0407,0.2382,0.3473,0.2286,-0.0007,0.1115,0.5047,0.2456,0.0195,0.1235,0.3449,0.5843
9622,2,0.2378,0.2296,-0.0676,0.1814,-0.1025,-0.0417,-0.0249,0.7732,0.4538,-0.0215,0.3914,0.3425,0.3219,0.0203,0.1838,0.5877,0.4697,0.0342,0.1941,0.4413,0.8112
9625,0,0.2760,0.2880,-0.0863,0.1951,-0.1561,-0.0472,-0.1445,0.9701,0.6199,-0.0025,0.5197,0.6051,0.2610,0.0763,0.2350,0.8685,0.6669,0.0551,-0.0621,0.8211,0.9367
9626,0,0.3669,0.2309,0.0047,0.2483,0.2520,-0.0349,-0.0760,0.9980,0.5913,0.0115,0.5141,0.8059,0.2783,0.0986,0.3413,0.9161,0.6318,0.0358,0.0295,0.7833,0.9125
9627,1,0.4984,0.3703,0.0458,0.4211,0.4807,-0.0216,-0.1393,1.4308,0.7783,0.0582,0.7257,1.2344,0.6066,0.1132,0.5139,1.3308,0.9925,0.0263,0.0686,1.1923,1.4968
9628,1,0.5363,0.3723,0.0295,0.4618,0.4140,-0.0073,-0.1135,1.3073,0.6733,0.0654,0.6420,1.1137,0.6875,0.0673,0.4496,1.2479,1.0083,0.0014,0.0501,1.1669,1.5209
9629,1,0.5988,0.3689,-0.0030,0.4800,0.2988,0.0055,-0.1353,1.2809,0.6785,0.0594,0.5855,1.0514,0.6781,0.0698,0.3665,1.2267,0.9966,0.0079,0.0528,1.1516,1.5209
9630,2,0.1621,0.4837,-0.0868,0.3587,-0.0798,-0.0338,-0.1156,1.4322,0.7656,-0.0034,0.6875,1.0274,0.5117,0.0666,0.3401,1.3234,1.0385,0.0161,0.0075,1.1899,1.4436
9631,0,0.2747,0.5365,-0.1089,0.2544,-0.1514,-0.1549,0.0270,1.6470,1.0279,-0.1009,0.8281,1.0545,0.2465,0.0381,0.5139,1.5242,0.8702,-0.0041,-0.0356,1.3388,1.2977
9632,0,0.3019,0.4693,-0.0897,0.2483,-0.0925,-0.1461,0.0488,1.5575,1.0039,-0.0928,0.7819,1.0575,0.3806,0.0170,0.5630,1.4680,0.7480,-0.0257,0.0176,1.5016,0.6685
9633,0,0.2372,0.3656,-0.0999,0.1770,-0.1952,-0.0597,0.0036,1.1686,0.6438,-0.0451,0.6018,0.8296,0.3457,0.0437,0.3599,1.0868,0.7219,0.0101,0.0050,1.1384,0.3718
9636,0,0.1491,0.2665,-0.0456,0.3260,0.2784,0.0058,0.2198,1.3337,0.5503,-0.0346,0.7322,0.9243,0.4042,0.1106,0.5187,1.1370,0.8365,0.0416,0.0772,1.0183,1.0646
9637,1,0.6688,0.2916,0.0000,0.4603,0.4792,0.0078,0.0671,1.5576,0.7130,0.0171,0.7481,1.2095,0.6267,0.1276,0.5282,1.3502,0.9856,0.0445,0.1089,1.2270,1.3954
9638,0,0.1671,0.4125,-0.0534,0.3905,0.0414,-0.0021,-0.1202,1.4942,0.8252,0.0485,0.6544,1.0896,0.5443,0.0984,0.3117,1.3182,0.9838,0.0585,-0.0668,1.2743,1.5209
9639,0,0.1632,0.5595,-0.1268,0.2540,-0.3223,-0.0680,-0.0580,1.6241,0.8526,-0.0390,0.7838,1.0462,0.3375,0.0642,0.3047,1.3664,0.9667,0.0488,-0.1873,1.3586,1.5209
9640,0,0.2219,0.4781,-0.1281,0.1844,-0.2626,-0.0994,0.0429,1.5065,0.8091,-0.0812,0.7558,0.9478,0.1321,0.0680,0.3334,1.2362,0.8425,0.0472,-0.1358,1.1322,1.2409
9641,0,0.1786,0.2239,-0.0630,0.1422,-0.0868,-0.0466,0.0322,0.8524,0.4963,-0.0333,0.4398,0.5491,0.1251,0.0581,0.2143,0.7078,0.4964,0.0306,-0.0479,0.6341,0.7098
9642,1,0.1719,0.2272,-0.0540,0.2271,-0.1219,0.0165,-0.1187,0.8201,0.4538,0.0462,0.3725,0.4997,0.3132,0.0626,0.1466,0.6933,0.5595,0.0483,-0.0704,0.7137,0.9825
9643,0,0.1860,0.3861,-0.1008,0.3322,-0.2629,0.1112,-0.2176,1.0776,0.5392,0.1229,0.4143,0.6967,0.4503,0.0833,0.1155,0.9686,0.8172,0.0634,-0.1268,1.0133,1.5062
9644,2,0.2968,0.5000,-0.1222,0.2803,-0.3096,0.0483,-0.1728,1.2995,0.5975,0.0754,0.5822,0.9175,0.3526,0.0959,0.2081,1.1803,0.8676,0.0670,-0.1975,1.1285,1.5135
9646,1,0.1692,0.3560,-0.1247,0.4590,-0.0050,-0.1220,-0.2413,1.5529,0.9491,-0.0435,1.0605,1.4003,0.3201,0.1975,0.7405,1.5869,1.1117,0.0756,0.0110,1.4759,1.5209
9647,1,0.2828,0.3949,-0.1443,0.3630,-0.2402,0.0932,-0.3155,0.9805,0.4771,0.0812,0.7364,0.9271,0.4683,0.1316,0.4841,1.2130,0.9988,0.0397,0.0102,1.2786,1.5209
9648,4,0.1825,0.5285,-0.1527,0.2428,-0.3458,0.1051,-0.2392,0.9158,0.3587,0.1387,0.7153,0.8439,0.4299,0.1257,0.4136,1.1650,0.9857,0.0309,-0.0313,1.2223,1.5209
9651,0,0.1604,0.3024,-0.0677,0.2706,-0.0576,-0.0290,-0.1624,1.0277,0.5831,0.0351,0.5976,0.7429,0.3034,0.1238,0.3742,0.9961,0.7661,0.0373,0.0543,0.9199,1.0912
9655,2,0.1528,0.4498,-0.1297,0.3072,-0.1964,-0.0506,-0.0404,1.5005,0.7978,0.0037,0.8443,0.9370,0.3680,0.1362,0.4092,1.3570,1.0523,0.0601,-0.0184,1.2098,1.4196
9656,0,0.2207,0.4117,-0.0590,0.3769,0.4173,-0.0922,0.1681,1.7774,0.8180,-0.0652,1.0949,1.2007,0.5620,0.1722,0.7306,1.5791,1.1372,0.0729,0.1035,1.3392,1.4196
9657,1,0.3035,0.3873,0.0251,0.4506,0.7553,-0.0985,0.0325,1.7723,0.8779,-0.0727,1.1035,1.4374,0.7318,0.1526,0.7659,1.6784,1.1331,0.0225,0.1139,1.4427,1.5209
9658,1,0.1926,0.3638,-0.0029,0.4398,0.3077,-0.0689,-0.2000,1.4700,0.8583,-0.0049,0.8115,1.2431,0.5891,0.0980,0.4516,1.4730,1.0495,-0.0181,0.0207,1.2609,1.5209
9659,0,0.1662,0.4446,-0.0828,0.3548,-0.1676,-0.0328,-0.1943,1.3129,0.7007,0.0360,0.7038,0.9327,0.5904,0.0619,0.2878,1.2773,1.0160,-0.0065,-0.0665,1.1624,1.5209
9662,1,0.3621,0.1136,0.0092,0.2191,0.3799,-0.0039,-0.0811,0.6467,0.3502,0.0408,0.3000,0.5744,0.2338,0.0556,0.2073,0.6179,0.4186,0.0097,-0.0061,0.5071,0.6349
9663,1,0.4894,0.2477,0.0024,0.4807,0.7290,0.0014,-0.1724,1.3133,0.7251,0.0851,0.5945,1.1402,0.5849,0.0942,0.4387,1.2366,0.9176,-0.0036,0.0014,1.0274,1.3954
9664,0,0.2181,0.3555,-0.0480,0.4577,0.2974,0.0073,-0.1557,1.3146,0.7293,0.0708,0.6153,1.0347,0.6709,0.0738,0.4026,1.2086,0.9921,-0.0179,0.0122,1.0213,1.5207
9665,0,0.1451,0.4609,-0.0723,0.4048,0.0701,-0.0645,0.0288,1.5729,0.9112,-0.0021,0.8571,1.2123,0.4076,0.1089,0.5258,1.4398,1.0624,0.0141,0.0534,1.1375,1.5207
9666,0,0.2656,0.4277,-0.0333,0.4046,0.4350,-0.0883,0.1621,1.8160,1.0775,-0.0336,1.0499,1.5260,0.2784,0.1548,0.7337,1.6376,1.1243,0.0458,0.1061,1.2724,1.5205
9667,0,0.5750,0.4657,-0.0860,0.3166,0.1434,-0.0537,0.1406,1.6986,0.9841,-0.0147,0.9672,1.2558,0.3745,0.1267,0.6531,1.3999,1.0695,0.0531,-0.0885,1.2173,1.5177
9669,0,0.2095,0.4720,-0.0426,0.3463,0.1773,-0.0410,0.2240,1.7550,1.0725,-0.0336,0.9482,1.1021,0.3864,0.1245,0.6217,1.4946,1.0686,0.0424,-0.0933,1.3774,1.5209
9671,1,0.3121,0.3597,-0.0029,0.4027,0.4175,-0.0671,0.1832,1.6853,0.8488,-0.0258,0.8521,1.1772,0.6519,0.0716,0.6445,1.4492,0.8754,0.0357,-0.0174,1.2624,1.4195
9672,1,0.3827,0.3188,0.0440,0.4710,0.4984,-0.0139,0.0183,1.6200,0.9786,0.0713,0.7782,1.2994,0.6139,0.1192,0.5271,1.4331,1.0095,0.0383,-0.0508,1.2373,1.5209
9673,1,0.3697,0.2926,0.0346,0.5009,0.5070,0.0046,-0.0279,1.5294,0.9599,0.0942,0.6559,1.2490,0.7336,0.0833,0.4517,1.3836,1.0289,0.0022,-0.0478,1.1469,1.5209
9674,1,0.3536,0.2746,0.0261,0.5129,0.4895,0.0206,-0.0317,1.4746,0.9240,0.0944,0.5851,1.2372,0.7635,0.0788,0.4168,1.3516,1.0411,-0.0020,-0.0195,1.0863,1.5209
9675,1,0.4003,0.2705,0.0293,0.5123,0.4958,0.0266,-0.0026,1.4540,0.8799,0.0960,0.5692,1.2345,0.7636,0.0863,0.4161,1.3285,1.0364,0.0026,-0.0059,1.0602,1.5209
9676,1,0.3441,0.2707,0.0373,0.5115,0.5167,0.0274,0.0199,1.4514,0.8510,0.0961,0.5672,1.2383,0.7579,0.0873,0.4161,1.3261,1.0274,0.0029,-0.0025,1.0583,1.5209
9677,1,0.4228,0.2699,0.0390,0.5159,0.5196,0.0291,0.0162,1.4521,0.8482,0.0975,0.5620,1.2384,0.7572,0.0881,0.4134,1.3255,1.0256,0.0040,0.0008,1.0566,1.5209
9678,1,0.3549,0.2829,0.0215,0.5119,0.4728,0.0260,0.0023,1.4391,0.8506,0.0902,0.5497,1.2130,0.7599,0.0876,0.3918,1.3063,1.0213,0.0059,0.0023,1.0449,1.5208
9679,1,0.2288,0.3550,-0.0537,0.4519,0.0832,0.0208,-0.0391,1.3783,0.8168,0.0609,0.5494,0.9836,0.6763,0.0729,0.2523,1.1933,0.9992,0.0193,-0.0870,1.0468,1.5208
9680,2,0.2097,0.4976,-0.1201,0.3325,-0.3039,-0.0199,-0.0120,1.4270,0.7691,0.0056,0.6784,0.8825,0.4988,0.0550,0.2180,1.1979,0.9787,0.0155,-0.1956,1.1265,1.5209
9685,0,0.1725,0.2996,-0.0562,0.2190,-0.0470,-0.0549,0.0754,1.0009,0.4563,-0.0216,0.4910,0.6539,0.4736,0.0549,0.3037,0.8609,0.6477,0.0478,-0.0127,0.8748,0.6323
9686,0,0.4075,0.2627,-0.0349,0.1846,-0.0640,-0.0466,0.1122,0.8698,0.2590,-0.0323,0.4351,0.5564,0.4182,0.0387,0.2845,0.7397,0.5118,0.0329,-0.0120,0.7217,0.7694
9687,0,0.1821,0.3104,-0.0289,0.2050,-0.0451,-0.0236,0.0569,1.0935,0.4825,-0.0233,0.4820,0.6900,0.5122,0.0433,0.2783,0.9335,0.6063,0.0357,-0.0459,0.8915,0.8829
9688,0,0.2761,0.2922,-0.0611,0.1903,-0.0958,-0.0097,0.0538,1.0518,0.5874,-0.0080,0.4993,0.6489,0.3455,0.0661,0.2470,0.8847,0.6750,0.0473,-0.0570,0.8184,0.8517
9689,0,0.3419,0.2873,-0.0298,0.1885,-0.0729,0.0148,0.0280,1.0143,0.5516,0.0226,0.4732,0.6672,0.3227,0.0860,0.2380,0.8650,0.6526,0.0542,-0.0091,0.7390,0.9126
9690,2,0.2154,0.3448,-0.0475,0.2198,-0.1540,-0.0025,0.0236,1.2037,0.6870,0.0179,0.5480,0.7813,0.3057,0.0952,0.2597,1.0109,0.7657,0.0559,-0.0069,0.8508,1.0647
9691,0,0.2808,0.1670,-0.0449,0.1183,-0.0239,-0.0125,0.0521,0.6027,0.3537,-0.0089,0.2901,0.3564,0.1037,0.0411,0.1347,0.4949,0.3823,0.0199,-0.0203,0.4179,0.5070
9692,2,0.1497,0.1903,-0.0396,0.1399,0.1519,-0.0143,0.0600,0.6509,0.3619,-0.0000,0.3201,0.3800,0.1204,0.0466,0.1405,0.5300,0.3963,0.0271,-0.0453,0.4750,0.5577
9693,0,0.2151,0.2548,-0.0128,0.2701,0.3797,-0.0464,0.0767,0.9332,0.4270,-0.0103,0.4349,0.5519,0.2681,0.0515,0.2016,0.7604,0.5786,0.0243,-0.0338,0.6943,0.8112
9694,0,0.1768,0.3204,-0.0545,0.3362,0.3768,0.0049,0.2383,1.2898,0.6807,-0.0302,0.6845,0.8438,0.2941,0.0895,0.3932,1.0790,0.8568,0.0332,-0.0185,0.9709,1.0871
9695,0,0.2724,0.4235,-0.1119,0.3280,0.1058,0.0244,0.3655,1.7058,1.0316,-0.0283,0.9555,1.1527,0.3660,0.1412,0.5831,1.4185,1.1151,0.0630,-0.0325,1.2504,1.4195
9696,0,0.1542,0.4372,-0.0406,0.3675,0.1125,-0.0437,0.2689,1.8626,1.1357,-0.0454,1.0460,1.3486,0.3922,0.1791,0.6679,1.6101,1.1899,0.0938,0.0056,1.3033,1.5209
9698,1,0.3453,0.2571,0.0590,0.5458,0.6039,-0.0355,-0.1864,1.7151,1.0034,0.0054,0.6849,1.6205,0.5602,0.1292,0.4436,1.6799,1.0853,0.0166,-0.0205,1.2914,1.5209
9699,1,0.3621,0.2118,0.0338,0.5839,0.6987,-0.0265,-0.3480,1.5620,0.9934,0.0365,0.4679,1.5455,0.6911,0.0911,0.3349,1.5847,1.1121,-0.0030,-0.0316,1.2368,1.5209
9700,1,0.4980,0.1948,0.0404,0.5859,0.7357,-0.0057,-0.3533,1.5256,0.9479,0.0535,0.4441,1.5281,0.7074,0.1129,0.3498,1.5366,1.1153,0.0202,0.0107,1.1831,1.5209
9701,1,0.4069,0.1856,0.0375,0.5889,0.7224,0.0063,-0.3189,1.5061,0.9096,0.0618,0.4365,1.5245,0.7138,0.1194,0.3562,1.5088,1.1102,0.0259,0.0239,1.1531,1.5209
9702,1,0.3343,0.1851,0.0329,0.5880,0.7187,0.0116,-0.2824,1.4996,0.8858,0.0638,0.4316,1.5243,0.7214,0.1202,0.3552,1.4999,1.1012,0.0256,0.0211,1.1466,1.5209
9703,1,0.4413,0.1825,0.0321,0.5881,0.7217,0.0167,-0.2697,1.4980,0.8746,0.0653,0.4265,1.5230,0.7233,0.1220,0.3531,1.4981,1.0894,0.0284,0.0243,1.1380,1.5209
9704,1,0.3757,0.1804,0.0261,0.5869,0.6957,0.0236,-0.2530,1.4769,0.8545,0.0694,0.4208,1.5006,0.7192,0.1237,0.3564,1.4666,1.0770,0.0319,0.0368,1.1050,1.5190
9705,1,0.4989,0.1807,0.0172,0.5847,0.6635,0.0269,-0.2338,1.4537,0.8383,0.0730,0.4204,1.4653,0.7174,0.1234,0.3603,1.4278,1.0718,0.0334,0.0477,1.0762,1.5132
9706,0,0.2515,0.2717,-0.0418,0.5023,0.2907,0.0035,-0.2238,1.3786,0.8135,0.0624,0.4797,1.1745,0.6689,0.1109,0.2793,1.2404,0.9906,0.0531,-0.0907,1.0347,1.4871
9707,2,0.1607,0.4691,-0.1237,0.3438,-0.2113,-0.0665,-0.1019,1.5450,0.8718,0.0073,0.7045,1.0255,0.4209,0.1030,0.2946,1.3123,0.9943,0.0533,-0.2182,1.1665,1.4929
9710,0,0.2398,0.3338,-0.1023,0.2718,-0.1522,-0.0444,0.0508,1.2136,0.7112,-0.0002,0.6191,0.7940,0.3194,0.0773,0.3089,1.0518,0.8042,0.0455,-0.2083,0.9758,1.1436
